id,model,favs,downloads,url
32ac5ca7-c358-40e1-b5c4-8d1f7a65fe20,Mesa Boogie Dual Rectifier (MultiWatt),49,99,https://tonehunt.org/helgab/32ac5ca7-c358-40e1-b5c4-8d1f7a65fe20
32ac5ca7-c358-40e1-b5c4-8d1f7a65fe20,Mesa Boogie Dual Rectifier (MultiWatt),49,99,https://tonehunt.org/helgab/32ac5ca7-c358-40e1-b5c4-8d1f7a65fe20
009ef7b9-4178-4757-8c96-83dd168877c7,Peavey Bandit Solo Series,5,24,https://tonehunt.org/markswarbrick/009ef7b9-4178-4757-8c96-83dd168877c7
009ef7b9-4178-4757-8c96-83dd168877c7,Peavey Bandit Solo Series,5,24,https://tonehunt.org/markswarbrick/009ef7b9-4178-4757-8c96-83dd168877c7
52a6f4b8-2b98-4f7c-ab1f-e9b364b732ce,Marshall DSL100HR,9,25,https://tonehunt.org/markswarbrick/52a6f4b8-2b98-4f7c-ab1f-e9b364b732ce
96abca1a-2fe0-4ec3-a31c-7ceacc2db753,Synergy,7,28,https://tonehunt.org/akka_5/96abca1a-2fe0-4ec3-a31c-7ceacc2db753
53722f6f-d676-4df6-a3c6-df2369b54935,Marshall,23,69,https://tonehunt.org/PetrC/53722f6f-d676-4df6-a3c6-df2369b54935
53722f6f-d676-4df6-a3c6-df2369b54935,Marshall,23,69,https://tonehunt.org/PetrC/53722f6f-d676-4df6-a3c6-df2369b54935
25f4afd1-48fa-4d3f-86e9-522dc27e0259,Bogner,16,56,https://tonehunt.org/PetrC/25f4afd1-48fa-4d3f-86e9-522dc27e0259
25f4afd1-48fa-4d3f-86e9-522dc27e0259,Bogner,16,56,https://tonehunt.org/PetrC/25f4afd1-48fa-4d3f-86e9-522dc27e0259
8024993d-4847-4fc4-b6be-9c591eb7fc44,Custom Audio,5,17,https://tonehunt.org/akka_5/8024993d-4847-4fc4-b6be-9c591eb7fc44
9679c757-b76e-4d0e-95a5-2909c9236c69,Custom Audio,5,16,https://tonehunt.org/akka_5/9679c757-b76e-4d0e-95a5-2909c9236c69
8465cc40-21ba-42e4-9a2e-538f9a14961b,Fender Sidekick 30,1,8,https://tonehunt.org/MaxGerardBeech/8465cc40-21ba-42e4-9a2e-538f9a14961b
c78166f5-ea52-4408-8924-4dfcace15181,Soldano Hot Rod 50,16,50,https://tonehunt.org/arsafes/c78166f5-ea52-4408-8924-4dfcace15181
311fdd6a-0dbb-4621-9a8c-8dbe09641438,"Peavey, Nux",4,19,https://tonehunt.org/kordas/311fdd6a-0dbb-4621-9a8c-8dbe09641438
311fdd6a-0dbb-4621-9a8c-8dbe09641438,"Peavey, Nux",4,19,https://tonehunt.org/kordas/311fdd6a-0dbb-4621-9a8c-8dbe09641438
3c3d4f28-3fe1-403b-a3f3-763fd4185050,Soldano Hot Rod 50,15,43,https://tonehunt.org/arsafes/3c3d4f28-3fe1-403b-a3f3-763fd4185050
de42bf28-aa82-45c0-9da8-b6491e696820,Soldano Hot Rod 50,16,48,https://tonehunt.org/arsafes/de42bf28-aa82-45c0-9da8-b6491e696820
69775fee-2f11-4c46-a543-5b0893506092,Two-Rock Traditional Clean 100W,22,89,https://tonehunt.org/amalgamaudio/69775fee-2f11-4c46-a543-5b0893506092
c2dfdf96-d5ff-4007-877b-b7cd0c9758ac,Peavey special chorus 212 combo amp (Lead Channel),6,25,https://tonehunt.org/kordas/c2dfdf96-d5ff-4007-877b-b7cd0c9758ac
c2dfdf96-d5ff-4007-877b-b7cd0c9758ac,Peavey special chorus 212 combo amp (Lead Channel),6,25,https://tonehunt.org/kordas/c2dfdf96-d5ff-4007-877b-b7cd0c9758ac
3f33f509-07bb-47e7-88db-728f20634b06,Mesa Boogie DC-5,12,32,https://tonehunt.org/obi-Juan/3f33f509-07bb-47e7-88db-728f20634b06
7ddb69ab-c1fd-46e9-9614-12cc17d28d30,Fender Princeton Recording Amp,10,39,https://tonehunt.org/Raksha/7ddb69ab-c1fd-46e9-9614-12cc17d28d30
ca57a343-4eec-4a1c-9d93-eaef1f5d7fc2,Soldano SP77 Preamp,8,27,https://tonehunt.org/brianbuckles/ca57a343-4eec-4a1c-9d93-eaef1f5d7fc2
